Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Food supply (kcal)","Offals","2019","Kcal","23633803.38"
"Food Balances (2010-)","World","Production","Offals","2020","1000 t","21836"
"Food Balances (2010-)","World","Import quantity","Offals","2020","1000 t","5542"
"Food Balances (2010-)","World","Stock Variation","Offals","2020","1000 t","0"
"Food Balances (2010-)","World","Export quantity","Offals","2020","1000 t","5837"
"Food Balances (2010-)","World","Feed","Offals","2020","1000 t","1012"
"Food Balances (2010-)","World","Losses","Offals","2020","1000 t","1642"
"Food Balances (2010-)","World","Processing","Offals","2020","1000 t","382"
"Food Balances (2010-)","World","Other uses (non-food)","Offals","2020","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Offals","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Offals","2020","1000 t","-10"
"Food Balances (2010-)","World","Food","Offals","2020","1000 t","18515"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Offals","2020","kg/cap","2.37"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Offals","2020","kcal/cap/d","9"
"Food Balances (2010-)","World","Food supply (kcal)","Offals","2020","Kcal","24326650.35"
"Food Balances (2010-)","World","Production","Offals","2021","1000 t","22381"
"Food Balances (2010-)","World","Import quantity","Offals","2021","1000 t","5425"
"Food Balances (2010-)","World","Stock Variation","Offals","2021","1000 t","0"
"Food Balances (2010-)","World","Export quantity","Offals","2021","1000 t","5883"
"Food Balances (2010-)","World","Feed","Offals","2021","1000 t","977"
"Food Balances (2010-)","World","Losses","Offals","2021","1000 t","1716"
"Food Balances (2010-)","World","Processing","Offals","2021","1000 t","363"
"Food Balances (2010-)","World","Other uses (non-food)","Offals","2021","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Offals","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Offals","2021","1000 t","-507"
"Food Balances (2010-)","World","Food","Offals","2021","1000 t","19374"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Offals","2021","kg/cap","2.46"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Offals","2021","kcal/cap/d","9"
"Food Balances (2010-)","World","Food supply (kcal)","Offals","2021","Kcal","25648292.82"
"Food Balances (2010-)","World","Production","Offals","2022","1000 t","22738"
"Food Balances (2010-)","World","Import quantity","Offals","2022","1000 t","5127"
"Food Balances (2010-)","World","Stock Variation","Offals","2022","1000 t","0"
"Food Balances (2010-)","World","Export quantity","Offals","2022","1000 t","5695"
"Food Balances (2010-)","World","Feed","Offals","2022","1000 t","963"
"Food Balances (2010-)","World","Losses","Offals","2022","1000 t","1733"
"Food Balances (2010-)","World","Processing","Offals","2022","1000 t","387"
"Food Balances (2010-)","World","Other uses (non-food)","Offals","2022","1000 t","0"
"Food Balances (2010-)","World","Tourist consumption","Offals","2022","1000 t","58"
"Food Balances (2010-)","World","Residuals","Offals","2022","1000 t","-735"
"Food Balances (2010-)","World","Food","Offals","2022","1000 t","19764"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Offals","2022","kg/cap","2.49"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Offals","2022","kcal/cap/d","9"
"Food Balances (2010-)","World","Food supply (kcal)","Offals","2022","Kcal","26127242.91"
"Food Balances (2010-)","World","Production","Animal fats","2010","1000 t","38921"
"Food Balances (2010-)","World","Import quantity","Animal fats","2010","1000 t","9619"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2010","1000 t","-161"
"Food Balances (2010-)","World","Export quantity","Animal fats","2010","1000 t","8323"
"Food Balances (2010-)","World","Feed","Animal fats","2010","1000 t","1247"
"Food Balances (2010-)","World","Losses","Animal fats","2010","1000 t","559"
"Food Balances (2010-)","World","Processing","Animal fats","2010","1000 t","1676"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2010","1000 t","9202"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2010","1000 t","73"
"Food Balances (2010-)","World","Residuals","Animal fats","2010","1000 t","7329"
"Food Balances (2010-)","World","Food","Animal fats","2010","1000 t","20291"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2010","kg/cap","2.93"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2010","kcal/cap/d","61"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2010","Kcal","154481385.53"
"Food Balances (2010-)","World","Production","Animal fats","2011","1000 t","39825"
"Food Balances (2010-)","World","Import quantity","Animal fats","2011","1000 t","9335"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2011","1000 t","87"
"Food Balances (2010-)","World","Export quantity","Animal fats","2011","1000 t","8812"
"Food Balances (2010-)","World","Feed","Animal fats","2011","1000 t","1298"
"Food Balances (2010-)","World","Losses","Animal fats","2011","1000 t","614"
"Food Balances (2010-)","World","Processing","Animal fats","2011","1000 t","1696"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2011","1000 t","8716"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2011","1000 t","59"
"Food Balances (2010-)","World","Residuals","Animal fats","2011","1000 t","7405"
"Food Balances (2010-)","World","Food","Animal fats","2011","1000 t","20474"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2011","kg/cap","2.92"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2011","kcal/cap/d","62"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2011","Kcal","158110900.6"
"Food Balances (2010-)","World","Production","Animal fats","2012","1000 t","40398"
"Food Balances (2010-)","World","Import quantity","Animal fats","2012","1000 t","9507"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2012","1000 t","53"
"Food Balances (2010-)","World","Export quantity","Animal fats","2012","1000 t","9153"
"Food Balances (2010-)","World","Feed","Animal fats","2012","1000 t","1262"
"Food Balances (2010-)","World","Losses","Animal fats","2012","1000 t","642"
"Food Balances (2010-)","World","Processing","Animal fats","2012","1000 t","1706"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2012","1000 t","9034"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2012","1000 t","61"
"Food Balances (2010-)","World","Residuals","Animal fats","2012","1000 t","7102"
"Food Balances (2010-)","World","Food","Animal fats","2012","1000 t","20894"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2012","kg/cap","2.93"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2012","kcal/cap/d","62"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2012","Kcal","161299584.44"
"Food Balances (2010-)","World","Production","Animal fats","2013","1000 t","40854"
"Food Balances (2010-)","World","Import quantity","Animal fats","2013","1000 t","8725"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2013","1000 t","43"
"Food Balances (2010-)","World","Export quantity","Animal fats","2013","1000 t","8995"
"Food Balances (2010-)","World","Feed","Animal fats","2013","1000 t","1098"
"Food Balances (2010-)","World","Losses","Animal fats","2013","1000 t","622"
"Food Balances (2010-)","World","Processing","Animal fats","2013","1000 t","1681"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2013","1000 t","8637"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2013","1000 t","67"
"Food Balances (2010-)","World","Residuals","Animal fats","2013","1000 t","7265"
"Food Balances (2010-)","World","Food","Animal fats","2013","1000 t","21172"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2013","kg/cap","2.94"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2013","kcal/cap/d","62"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2013","Kcal","163702065.1"
"Food Balances (2010-)","World","Production","Animal fats","2014","1000 t","42376"
"Food Balances (2010-)","World","Import quantity","Animal fats","2014","1000 t","9093"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2014","1000 t","541"
"Food Balances (2010-)","World","Export quantity","Animal fats","2014","1000 t","8973"
"Food Balances (2010-)","World","Feed","Animal fats","2014","1000 t","1224"
"Food Balances (2010-)","World","Losses","Animal fats","2014","1000 t","763"
"Food Balances (2010-)","World","Processing","Animal fats","2014","1000 t","1652"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2014","1000 t","9417"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2014","1000 t","39"
"Food Balances (2010-)","World","Residuals","Animal fats","2014","1000 t","6749"
"Food Balances (2010-)","World","Food","Animal fats","2014","1000 t","22113"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2014","kg/cap","3.03"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2014","kcal/cap/d","64"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2014","Kcal","170736217.06"
"Food Balances (2010-)","World","Production","Animal fats","2015","1000 t","43227"
"Food Balances (2010-)","World","Import quantity","Animal fats","2015","1000 t","9197"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2015","1000 t","589"
"Food Balances (2010-)","World","Export quantity","Animal fats","2015","1000 t","8982"
"Food Balances (2010-)","World","Feed","Animal fats","2015","1000 t","1241"
"Food Balances (2010-)","World","Losses","Animal fats","2015","1000 t","747"
"Food Balances (2010-)","World","Processing","Animal fats","2015","1000 t","2044"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2015","1000 t","9651"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2015","1000 t","42"
"Food Balances (2010-)","World","Residuals","Animal fats","2015","1000 t","6625"
"Food Balances (2010-)","World","Food","Animal fats","2015","1000 t","22502"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2015","kg/cap","3.05"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2015","kcal/cap/d","65"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2015","Kcal","173875961.71"
"Food Balances (2010-)","World","Production","Animal fats","2016","1000 t","43824"
"Food Balances (2010-)","World","Import quantity","Animal fats","2016","1000 t","9368"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2016","1000 t","631"
"Food Balances (2010-)","World","Export quantity","Animal fats","2016","1000 t","9377"
"Food Balances (2010-)","World","Feed","Animal fats","2016","1000 t","1350"
"Food Balances (2010-)","World","Losses","Animal fats","2016","1000 t","749"
"Food Balances (2010-)","World","Processing","Animal fats","2016","1000 t","2016"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2016","1000 t","9673"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2016","1000 t","44"
"Food Balances (2010-)","World","Residuals","Animal fats","2016","1000 t","6635"
"Food Balances (2010-)","World","Food","Animal fats","2016","1000 t","22716"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2016","kg/cap","3.04"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2016","kcal/cap/d","64"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2016","Kcal","175355800.28"
"Food Balances (2010-)","World","Production","Animal fats","2017","1000 t","44645"
"Food Balances (2010-)","World","Import quantity","Animal fats","2017","1000 t","9868"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2017","1000 t","335"
"Food Balances (2010-)","World","Export quantity","Animal fats","2017","1000 t","9963"
"Food Balances (2010-)","World","Feed","Animal fats","2017","1000 t","1435"
"Food Balances (2010-)","World","Losses","Animal fats","2017","1000 t","775"
"Food Balances (2010-)","World","Processing","Animal fats","2017","1000 t","2028"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2017","1000 t","9876"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2017","1000 t","44"
"Food Balances (2010-)","World","Residuals","Animal fats","2017","1000 t","6829"
"Food Balances (2010-)","World","Food","Animal fats","2017","1000 t","23227"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2017","kg/cap","3.07"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2017","kcal/cap/d","65"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2017","Kcal","179036955.56"
"Food Balances (2010-)","World","Production","Animal fats","2018","1000 t","45650"
"Food Balances (2010-)","World","Import quantity","Animal fats","2018","1000 t","10380"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2018","1000 t","757"
"Food Balances (2010-)","World","Export quantity","Animal fats","2018","1000 t","10177"
"Food Balances (2010-)","World","Feed","Animal fats","2018","1000 t","1492"
"Food Balances (2010-)","World","Losses","Animal fats","2018","1000 t","2021"
"Food Balances (2010-)","World","Processing","Animal fats","2018","1000 t","2094"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2018","1000 t","8912"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2018","1000 t","33"
"Food Balances (2010-)","World","Residuals","Animal fats","2018","1000 t","6561"
"Food Balances (2010-)","World","Food","Animal fats","2018","1000 t","23983"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2018","kg/cap","3.14"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2018","kcal/cap/d","66"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2018","Kcal","184740982.92"
"Food Balances (2010-)","World","Production","Animal fats","2019","1000 t","45927"
"Food Balances (2010-)","World","Import quantity","Animal fats","2019","1000 t","10682"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2019","1000 t","653"
"Food Balances (2010-)","World","Export quantity","Animal fats","2019","1000 t","10417"
"Food Balances (2010-)","World","Feed","Animal fats","2019","1000 t","1621"
"Food Balances (2010-)","World","Losses","Animal fats","2019","1000 t","1053"
"Food Balances (2010-)","World","Processing","Animal fats","2019","1000 t","2312"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2019","1000 t","9339"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2019","1000 t","36"
"Food Balances (2010-)","World","Residuals","Animal fats","2019","1000 t","6423"
"Food Balances (2010-)","World","Food","Animal fats","2019","1000 t","24755"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg/cap","3.2"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2019","kcal/cap/d","67"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2019","Kcal","187947476.77"
"Food Balances (2010-)","World","Production","Animal fats","2020","1000 t","46251"
"Food Balances (2010-)","World","Import quantity","Animal fats","2020","1000 t","10641"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2020","1000 t","355"
"Food Balances (2010-)","World","Export quantity","Animal fats","2020","1000 t","10575"
"Food Balances (2010-)","World","Feed","Animal fats","2020","1000 t","1601"
"Food Balances (2010-)","World","Losses","Animal fats","2020","1000 t","1049"
"Food Balances (2010-)","World","Processing","Animal fats","2020","1000 t","2401"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2020","1000 t","9946"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Animal fats","2020","1000 t","6197"
"Food Balances (2010-)","World","Food","Animal fats","2020","1000 t","24768"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2020","kg/cap","3.17"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2020","kcal/cap/d","65"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2020","Kcal","186748767.82"
"Food Balances (2010-)","World","Production","Animal fats","2021","1000 t","47963"
"Food Balances (2010-)","World","Import quantity","Animal fats","2021","1000 t","11508"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2021","1000 t","121"
"Food Balances (2010-)","World","Export quantity","Animal fats","2021","1000 t","11344"
"Food Balances (2010-)","World","Feed","Animal fats","2021","1000 t","1716"
"Food Balances (2010-)","World","Losses","Animal fats","2021","1000 t","1428"
"Food Balances (2010-)","World","Processing","Animal fats","2021","1000 t","2438"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2021","1000 t","10562"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Animal fats","2021","1000 t","6136"
"Food Balances (2010-)","World","Food","Animal fats","2021","1000 t","25726"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2021","kg/cap","3.26"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2021","kcal/cap/d","68"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2021","Kcal","194649244.2"
"Food Balances (2010-)","World","Production","Animal fats","2022","1000 t","47847"
"Food Balances (2010-)","World","Import quantity","Animal fats","2022","1000 t","11955"
"Food Balances (2010-)","World","Stock Variation","Animal fats","2022","1000 t","226"
"Food Balances (2010-)","World","Export quantity","Animal fats","2022","1000 t","11519"
"Food Balances (2010-)","World","Feed","Animal fats","2022","1000 t","1843"
"Food Balances (2010-)","World","Losses","Animal fats","2022","1000 t","1419"
"Food Balances (2010-)","World","Processing","Animal fats","2022","1000 t","2462"
"Food Balances (2010-)","World","Other uses (non-food)","Animal fats","2022","1000 t","10845"
"Food Balances (2010-)","World","Tourist consumption","Animal fats","2022","1000 t","21"
"Food Balances (2010-)","World","Residuals","Animal fats","2022","1000 t","5848"
"Food Balances (2010-)","World","Food","Animal fats","2022","1000 t","25617"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Animal fats","2022","kg/cap","3.22"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Animal fats","2022","kcal/cap/d","67"
"Food Balances (2010-)","World","Food supply (kcal)","Animal fats","2022","Kcal","193282879.04"
"Food Balances (2010-)","World","Production","Eggs","2010","1000 t","69443"
"Food Balances (2010-)","World","Import quantity","Eggs","2010","1000 t","2543"
"Food Balances (2010-)","World","Stock Variation","Eggs","2010","1000 t","2"
"Food Balances (2010-)","World","Export quantity","Eggs","2010","1000 t","2601"
"Food Balances (2010-)","World","Feed","Eggs","2010","1000 t","69"
"Food Balances (2010-)","World","Seed","Eggs","2010","1000 t","4437"
"Food Balances (2010-)","World","Losses","Eggs","2010","1000 t","3522"
"Food Balances (2010-)","World","Other uses (non-food)","Eggs","2010","1000 t","31"
"Food Balances (2010-)","World","Tourist consumption","Eggs","2010","1000 t","40"
"Food Balances (2010-)","World","Residuals","Eggs","2010","1000 t","117"
"Food Balances (2010-)","World","Food","Eggs","2010","1000 t","61168"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2010","kg/cap","8.85"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2010","kcal/cap/d","31"
"Food Balances (2010-)","World","Food supply (kcal)","Eggs","2010","Kcal","79176398.61"
"Food Balances (2010-)","World","Production","Eggs","2011","1000 t","70789"
"Food Balances (2010-)","World","Import quantity","Eggs","2011","1000 t","2560"
"Food Balances (2010-)","World","Stock Variation","Eggs","2011","1000 t","-3"
"Food Balances (2010-)","World","Export quantity","Eggs","2011","1000 t","2717"
"Food Balances (2010-)","World","Feed","Eggs","2011","1000 t","78"
"Food Balances (2010-)","World","Seed","Eggs","2011","1000 t","4537"
"Food Balances (2010-)","World","Losses","Eggs","2011","1000 t","3613"
"Food Balances (2010-)","World","Other uses (non-food)","Eggs","2011","1000 t","32"
"Food Balances (2010-)","World","Tourist consumption","Eggs","2011","1000 t","44"
"Food Balances (2010-)","World","Residuals","Eggs","2011","1000 t","137"
"Food Balances (2010-)","World","Food","Eggs","2011","1000 t","62195"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2011","kg/cap","8.89"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2011","kcal/cap/d","32"
"Food Balances (2010-)","World","Food supply (kcal)","Eggs","2011","Kcal","80511724.29"
"Food Balances (2010-)","World","Production","Eggs","2012","1000 t","72572"
"Food Balances (2010-)","World","Import quantity","Eggs","2012","1000 t","2748"
"Food Balances (2010-)","World","Stock Variation","Eggs","2012","1000 t","10"
"Food Balances (2010-)","World","Export quantity","Eggs","2012","1000 t","2806"
"Food Balances (2010-)","World","Feed","Eggs","2012","1000 t","73"
"Food Balances (2010-)","World","Seed","Eggs","2012","1000 t","4685"
"Food Balances (2010-)","World","Losses","Eggs","2012","1000 t","3703"
"Food Balances (2010-)","World","Other uses (non-food)","Eggs","2012","1000 t","40"
"Food Balances (2010-)","World","Tourist consumption","Eggs","2012","1000 t","49"
"Food Balances (2010-)","World","Residuals","Eggs","2012","1000 t","108"
"Food Balances (2010-)","World","Food","Eggs","2012","1000 t","63848"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2012","kg/cap","8.97"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2012","kcal/cap/d","32"
"Food Balances (2010-)","World","Food supply (kcal)","Eggs","2012","Kcal","82636581"
"Food Balances (2010-)","World","Production","Eggs","2013","1000 t","74310"
"Food Balances (2010-)","World","Import quantity","Eggs","2013","1000 t","3002"
"Food Balances (2010-)","World","Stock Variation","Eggs","2013","1000 t","52"
"Food Balances (2010-)","World","Export quantity","Eggs","2013","1000 t","3000"
"Food Balances (2010-)","World","Feed","Eggs","2013","1000 t","76"
"Food Balances (2010-)","World","Seed","Eggs","2013","1000 t","4825"
"Food Balances (2010-)","World","Losses","Eggs","2013","1000 t","3810"
"Food Balances (2010-)","World","Other uses (non-food)","Eggs","2013","1000 t","44"
"Food Balances (2010-)","World","Tourist consumption","Eggs","2013","1000 t","62"
"Food Balances (2010-)","World","Residuals","Eggs","2013","1000 t","157"
"Food Balances (2010-)","World","Food","Eggs","2013","1000 t","65286"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2013","kg/cap","9.06"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2013","kcal/cap/d","32"
"Food Balances (2010-)","World","Food supply (kcal)","Eggs","2013","Kcal","84482321.08"
"Food Balances (2010-)","World","Production","Eggs","2014","1000 t","75823"
"Food Balances (2010-)","World","Import quantity","Eggs","2014","1000 t","3131"
"Food Balances (2010-)","World","Stock Variation","Eggs","2014","1000 t","15"
"Food Balances (2010-)","World","Export quantity","Eggs","2014","1000 t","3155"
"Food Balances (2010-)","World","Feed","Eggs","2014","1000 t","83"
"Food Balances (2010-)","World","Seed","Eggs","2014","1000 t","4987"
"Food Balances (2010-)","World","Losses","Eggs","2014","1000 t","3871"
"Food Balances (2010-)","World","Other uses (non-food)","Eggs","2014","1000 t","31"
"Food Balances (2010-)","World","Tourist consumption","Eggs","2014","1000 t","72"
"Food Balances (2010-)","World","Residuals","Eggs","2014","1000 t","187"
"Food Balances (2010-)","World","Food","Eggs","2014","1000 t","66553"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2014","kg/cap","9.12"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2014","kcal/cap/d","32"
"Food Balances (2010-)","World","Food supply (kcal)","Eggs","2014","Kcal","86163408.44"
"Food Balances (2010-)","World","Production","Eggs","2015","1000 t","78248"
"Food Balances (2010-)","World","Import quantity","Eggs","2015","1000 t","3122"
"Food Balances (2010-)","World","Stock Variation","Eggs","2015","1000 t","51"
"Food Balances (2010-)","World","Export quantity","Eggs","2015","1000 t","3132"
"Food Balances (2010-)","World","Feed","Eggs","2015","1000 t","86"
"Food Balances (2010-)","World","Seed","Eggs","2015","1000 t","5102"
"Food Balances (2010-)","World","Losses","Eggs","2015","1000 t","4063"
"Food Balances (2010-)","World","Other uses (non-food)","Eggs","2015","1000 t","38"
"Food Balances (2010-)","World","Tourist consumption","Eggs","2015","1000 t","77"
"Food Balances (2010-)","World","Residuals","Eggs","2015","1000 t","199"
"Food Balances (2010-)","World","Food","Eggs","2015","1000 t","68624"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Eggs","2015","kg/cap","9.29"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Eggs","2015","kcal/cap/d","33"
